1652221701,2.19
1652221702,1.78
1652221703,2.10
1652221704,1.92
1652221705,1.94
1652221706,2.50
1652221707,1.96
1652221708,1.82
1652221709,2.05
1652221710,1.72
1652221711,1.79
1652221712,1.82
1652221713,2.40
1652221714,1.83
1652221715,1.83
1652221716,2.10
1652221717,1.69
1652221718,1.88
1652221719,1.81
1652221720,1.91
1652221721,1.90
1652221722,2.35
1652221723,1.84
1652221724,1.83
1652221725,1.81
1652221726,1.81
1652221727,2.04
1652221728,2.67
1652221729,1.77
1652221730,1.82
1652221731,1.80
1652221732,3.01
1652221733,2.37
1652221734,1.97
1652221735,1.81
1652221736,1.79
1652221737,1.84
1652221738,1.88
1652221739,1.91
1652221740,1.79
1652221741,1.81
1652221742,1.83
1652221743,2.18
1652221744,1.78
1652221745,1.77
1652221746,2.91
1652221747,2.23
1652221748,2.01
1652221749,1.66
1652221750,2.12
1652221751,1.84
1652221752,1.90
1652221753,1.80
1652221754,1.79
1652221755,1.84
1652221756,2.24
1652221757,1.77
1652221758,1.82
1652221759,2.16
1652221760,1.66
1652221761,1.81
1652221762,2.33
1652221763,1.78
1652221764,2.62
1652221765,1.82
1652221766,2.48
1652221767,1.88
1652221768,1.69
1652221769,2.29
1652221770,1.66
1652221771,1.66
1652221772,1.98
1652221773,1.89
1652221774,1.88
1652221775,1.88
1652221776,1.81
1652221777,1.77
1652221778,1.75
1652221779,1.83
1652221780,1.81
1652221781,2.62
1652221782,1.70
1652221783,1.82
1652221784,1.81
1652221785,1.82
1652221786,1.86
1652221787,1.81
1652221788,1.83
1652221789,2.94
1652221790,1.82
1652221791,1.81
1652221792,2.22
1652221793,2.06
1652221794,2.06
1652221795,1.81
1652221796,1.73
1652221797,1.83
1652221798,1.90
1652221799,1.80
1652221800,1.77
1652221801,1.79
1652221802,1.81
1652221803,1.82
1652221804,2.24
1652221805,1.92
1652221806,1.79
1652221807,2.05
1652221808,1.83
1652221809,2.17
1652221810,2.11
1652221811,1.78
1652221812,1.85
1652221813,2.17
1652221814,2.42
1652221815,1.77
1652221816,2.19
1652221817,2.02
1652221818,1.85
1652221819,2.81
1652221820,1.92
1652221822,2.60
1652221823,1.77
1652221824,1.83
1652221825,1.79
1652221826,1.88
1652221827,1.77
1652221828,1.82
1652221829,1.82
1652221830,1.84
1652221831,1.83
1652221832,2.20
1652221833,1.78
1652221834,1.76
1652221835,1.82
1652221836,1.80
1652221837,2.07
1652221838,1.98
1652221839,1.74
1652221840,1.78
1652221841,2.40
1652221842,2.85
1652221843,2.01
1652221844,1.63
1652221845,1.78
1652221846,1.82
1652221847,1.83
1652221848,1.80
1652221849,1.92
1652221850,1.79
1652221851,1.79
1652221852,1.78
1652221853,2.03
1652221854,1.91
1652221855,2.86
1652221856,1.79
1652221857,1.69
1652221858,1.78
1652221859,1.84
1652221860,2.21
1652221861,1.79
1652221862,2.07
1652221863,1.79
1652221864,2.12
1652221865,1.89
1652221866,1.70
1652221867,2.05
1652221868,1.88
1652221869,1.85
1652221870,1.79
1652221871,2.21
1652221872,1.93
1652221873,1.85
1652221874,2.48
1652221875,1.71
1652221876,1.79
1652221877,1.80
1652221878,2.14
1652221879,2.60
1652221880,2.20
1652221881,1.77
1652221882,2.70
1652221883,2.09
1652221884,1.84
1652221885,2.08
1652221886,1.78
1652221887,2.82
1652221888,1.76
1652221889,2.21
1652221890,1.81
1652221891,1.75
1652221892,1.87
1652221893,1.80
1652221894,2.24
1652221895,1.83
1652221896,2.28
1652221897,2.18
1652221898,2.46
1652221899,1.84
1652221900,1.77
1652221901,2.82
1652221902,1.72
1652221903,2.39
1652221904,1.78
1652221905,1.80
1652221906,2.20
1652221907,2.47
1652221908,2.31
1652221909,1.75
1652221910,1.82
1652221911,1.81
1652221912,1.67
1652221913,1.93
1652221914,1.79
1652221915,1.81
1652221916,1.89
1652221917,1.90
1652221918,1.76
1652221919,2.36
1652221920,1.76
1652221921,1.76
1652221922,1.81
1652221923,2.18
1652221924,2.23
1652221925,1.68
1652221926,1.73
1652221927,1.83
1652221928,1.94
1652221929,1.70
1652221930,1.98
1652221931,1.95
1652221932,1.77
1652221933,2.35
1652221934,1.67
1652221935,1.87
1652221936,2.27
1652221937,1.67
1652221938,1.76
1652221939,1.79
1652221940,2.18
1652221941,2.60
1652221942,1.78
1652221943,2.04
1652221944,1.81
1652221945,1.81
1652221946,1.77
1652221947,1.79
1652221948,2.12
1652221949,1.82
1652221950,1.76
1652221951,2.25
1652221952,1.72
1652221953,2.12
1652221954,1.77
1652221955,1.57
1652221956,2.11
1652221957,1.91
1652221958,1.90
1652221959,2.19
1652221960,1.78
1652221961,1.79
1652221962,1.83
1652221963,1.77
1652221964,1.76
1652221965,1.80
1652221966,1.90
1652221967,2.19
1652221968,1.80
1652221969,1.74
1652221970,1.95
1652221971,1.77
1652221972,1.70
1652221973,1.87
1652221974,1.81
1652221975,2.34
1652221976,2.06
1652221977,1.78
1652221978,2.05
1652221979,1.78
1652221980,2.36
1652221981,1.75
1652221982,1.73
1652221983,2.02
1652221984,1.75
1652221985,1.81
1652221986,2.05
1652221987,1.93
1652221988,1.79
1652221989,1.80
1652221990,1.68
1652221991,2.62
1652221992,1.85
1652221993,1.74
1652221994,1.78
1652221995,1.73
1652221996,1.84
1652221997,2.16
1652221998,2.10
1652221999,1.79
1652222000,2.00
1652222001,1.72
1652222002,2.46
1652222003,1.81
1652222004,1.76
1652222005,1.82
1652222006,1.80
1652222007,1.78
1652222008,1.79
1652222009,2.51
1652222010,2.12
1652222011,1.72
1652222012,1.67
1652222013,1.80
1652222014,2.50
1652222015,1.88
1652222016,1.67
1652222017,1.93
1652222018,2.29
1652222019,1.86
1652222020,2.07
1652222021,1.75
1652222022,1.90
1652222023,2.37
1652222024,1.84
1652222025,1.75
1652222026,2.05
1652222027,1.75
1652222028,2.13
1652222029,1.68
1652222030,1.74
1652222031,1.79
1652222032,2.71
1652222033,1.79
1652222034,2.23
1652222035,2.07
1652222036,1.96
1652222037,1.97
1652222038,2.07
1652222039,1.99
1652222040,1.72
1652222041,1.77
1652222042,1.85
1652222043,1.99
1652222044,1.63
1652222045,2.47
1652222046,1.81
1652222047,1.73
1652222048,2.20
1652222049,1.79
1652222050,1.76
1652222051,1.69
1652222052,2.88
1652222053,1.78
1652222054,1.78
1652222055,2.49
1652222056,1.82
1652222057,1.89
1652222058,2.00
1652222059,2.44
1652222060,2.03
1652222061,2.00
1652222062,1.82
1652222063,2.12
1652222064,1.80
1652222065,1.82
1652222066,1.99
1652222067,1.78
1652222068,1.81
1652222069,1.98
1652222070,1.69
1652222071,1.90
1652222072,2.08
1652222073,1.74
1652222074,1.80
1652222075,1.90
1652222076,1.89
1652222077,1.85
1652222078,2.09
1652222079,1.95
1652222080,1.76
1652222081,1.80
1652222082,1.99
1652222083,2.51
1652222084,1.75
1652222085,1.77
1652222086,1.80
1652222087,1.68
1652222088,1.75
1652222089,1.77
1652222090,1.82
1652222091,1.84
1652222092,1.75
1652222093,1.78
1652222094,2.22
1652222095,2.16
1652222096,1.82
1652222097,1.75
1652222098,1.77
1652222099,1.79
1652222100,1.75
1652222101,1.77
1652222102,2.05
1652222103,1.80
1652222104,1.75
1652222105,2.06
1652222106,1.79
1652222107,2.26
1652222108,2.25
1652222109,1.78
1652222110,2.31
1652222111,1.77
1652222112,2.18
1652222113,1.72
1652222114,2.05
1652222115,1.87
1652222116,1.85
1652222117,1.83
1652222118,2.02
1652222119,2.06
1652222120,1.74
1652222121,2.52
1652222122,1.82
1652222123,1.78
1652222124,1.77
1652222125,2.10
1652222126,1.72
1652222127,2.32
1652222128,2.03
1652222129,1.78
1652222130,1.83
1652222131,1.78
1652222132,2.47
1652222133,1.99
1652222134,1.75
1652222135,2.17
1652222136,1.87
1652222137,1.90
1652222138,1.76
1652222139,1.93
1652222140,1.81
1652222141,2.25
1652222142,1.79
1652222144,1.77
1652222145,1.79
1652222146,1.83
1652222147,1.77
1652222148,1.74
1652222149,1.78
1652222150,1.75
1652222151,2.45
1652222152,2.74
1652222153,1.70
1652222154,1.77
1652222155,2.06
1652222156,2.31
1652222157,1.66
1652222158,1.77
1652222159,2.11
1652222160,2.41
1652222161,1.80
1652222162,1.76
1652222163,2.26
1652222164,1.82
1652222165,1.80
1652222166,1.62
1652222167,2.23
1652222168,1.80
1652222169,1.89
1652222170,2.03
1652222171,1.90
1652222172,2.29
1652222173,2.11
1652222174,1.77
1652222175,2.16
1652222176,2.68
1652222177,1.63
1652222178,2.17
1652222179,1.87
1652222180,2.01
1652222181,1.81
1652222182,1.74
1652222183,1.80
1652222184,1.79
1652222185,1.94
1652222186,1.76
1652222187,1.78
1652222188,1.79
1652222189,1.74
1652222190,1.74
1652222191,1.75
1652222192,1.79
1652222193,1.80
1652222194,1.76
1652222195,1.78
1652222196,2.10
1652222197,2.25
1652222198,1.94
1652222199,1.83
1652222200,1.78
1652222201,1.78
1652222202,1.71
1652222203,2.41
1652222204,1.76
1652222205,1.81
1652222206,1.81
1652222207,2.04
1652222208,2.28
1652222209,2.30
1652222210,2.28
1652222211,1.79
1652222212,1.76
1652222213,1.76
1652222214,1.86
1652222215,1.80
1652222216,1.75
1652222217,2.57
1652222218,1.80
1652222219,1.81
1652222220,1.80
1652222221,1.73
1652222222,1.90
1652222223,2.74
1652222224,1.65
1652222225,2.29
1652222226,1.85
1652222227,1.79
1652222228,1.97
1652222229,1.76
1652222230,1.78
1652222231,1.88
1652222232,1.90
1652222233,1.78
1652222234,1.90
1652222235,1.77
1652222236,1.78
1652222237,2.06
1652222238,1.73
1652222239,1.79
1652222240,2.03
1652222241,2.32
1652222242,2.67
1652222243,2.34
1652222244,1.76
1652222245,1.69
1652222246,2.59
1652222247,1.82
1652222248,2.23
1652222249,2.06
1652222250,1.73
1652222251,2.71
1652222252,1.97
1652222253,1.79
1652222254,2.21
1652222255,2.16
1652222256,1.89
1652222257,2.64
1652222258,1.79
1652222259,1.98
1652222260,1.71
1652222261,1.76
1652222262,1.83
1652222263,1.96
1652222264,1.71
1652222265,1.78
1652222266,1.78
1652222267,2.23
1652222268,1.98
1652222269,1.81
1652222270,2.12
1652222271,2.02
1652222272,1.62
1652222273,1.76
1652222274,2.24
1652222275,2.03
1652222276,2.26
1652222277,1.99
1652222278,2.02
1652222279,1.81
